iter	Logloss
250	0.2435045419
251	0.2434584453
252	0.2434242694
253	0.2433853701
254	0.2433666699
255	0.2433438491
256	0.2433223218
257	0.2433035883
258	0.2432784766
259	0.2432496429
260	0.2432256693
261	0.243195114
262	0.2431700198
263	0.2431411481
264	0.2431204361
265	0.2431015892
266	0.2430815093
267	0.2430460001
268	0.2430174494
269	0.2430007061
270	0.2429912291
271	0.2429679909
272	0.2429434195
273	0.2429100792
274	0.2428879575
275	0.2428563338
276	0.2428339129
277	0.2428094423
278	0.2427852322
279	0.2427591026
280	0.2427377878
281	0.242709309
282	0.242680972
283	0.2426187811
284	0.2425840449
285	0.2425643127
286	0.2425371328
287	0.2425256587
288	0.2425018272
289	0.2424841658
290	0.2424594129
291	0.2424393914
292	0.2423978169
293	0.2423794901
294	0.2423571102
295	0.2423408474
296	0.2423259917
297	0.2422928164
298	0.2422741723
299	0.2422467541
300	0.242223737
301	0.2422062312
302	0.2421834515
303	0.2421624357
304	0.2421423227
305	0.2421045938
306	0.242089579
307	0.2420686588
308	0.2420483935
309	0.2420266913
310	0.2420035453
311	0.2419890938
312	0.2419677132
313	0.2419505596
314	0.2419355313
315	0.2419144687
316	0.2418950856
317	0.2418650214
318	0.2418484166
319	0.241832981
320	0.2418077407
321	0.2417840483
322	0.2417631518
323	0.2417449815
324	0.24171593
325	0.2416972383
326	0.2416808295
327	0.241655937
328	0.2416381991
329	0.2416159136
330	0.241599321
331	0.241573796
332	0.2415502023
333	0.2415357052
334	0.2415137988
335	0.2414701224
336	0.241441755
337	0.2414224133
338	0.2413983376
339	0.2413771216
340	0.2413537711
341	0.2413350711
342	0.2413164436
343	0.2412918177
344	0.2412730686
345	0.2412524992
346	0.2412341054
347	0.2412135564
348	0.2411996286
349	0.2411867423
350	0.2411605037
351	0.2411426584
352	0.241119691
353	0.2410982065
354	0.2410713773
355	0.2410435388
356	0.2410067221
357	0.2409869094
358	0.2409634873
359	0.2409466531
360	0.2409208651
361	0.2409001485
362	0.2408844146
363	0.2408680193
364	0.240849345
365	0.2408290108
366	0.2408064711
367	0.2407906588
368	0.2407748749
369	0.2407432756
370	0.2407111184
371	0.2406957266
372	0.240681217
373	0.2406553495
374	0.240636361
375	0.2406186029
376	0.2405988669
377	0.2405792562
378	0.2405602469
379	0.2405386455
380	0.240516829
381	0.2404989877
382	0.2404827887
383	0.2404627937
384	0.2404460065
385	0.2404188592
386	0.2404002076
387	0.2403751573
388	0.2403529408
389	0.2403329761
390	0.2403128528
391	0.2402819394
392	0.2402650324
393	0.2402476122
394	0.240220675
395	0.2401988512
396	0.2401725971
397	0.2401504629
398	0.2401303976
399	0.2401143663
400	0.2401003763
401	0.2400863146
402	0.2400597054
403	0.2400372222
404	0.2400154194
405	0.2399937412
406	0.239972288
407	0.2399532303
408	0.2399123838
409	0.2398967065
410	0.2398840124
411	0.2398642962
412	0.2398472199
413	0.2398287649
414	0.2398130784
415	0.2397928179
416	0.2397737809
417	0.2397477149
418	0.2397297471
419	0.2397120096
420	0.2396970241
421	0.2396663539
422	0.2396512646
423	0.2396404044
424	0.2396248118
425	0.2396028623
426	0.239584497
427	0.2395711689
428	0.2395564224
429	0.2395425078
430	0.2395112341
431	0.2394918699
432	0.2394749223
433	0.2394620874
434	0.2394433949
435	0.2394279092
436	0.2394137837
437	0.2393958027
438	0.2393795275
439	0.2393676214
440	0.2393426814
441	0.2393112875
442	0.2392916501
443	0.2392751031
444	0.2392552391
445	0.2392355354
446	0.2392162886
447	0.2391974607
448	0.239180256
449	0.2391644178
450	0.2391441939
451	0.2391247719
452	0.2391065027
453	0.2390915654
454	0.2390688165
455	0.2390523076
456	0.2390386273
457	0.2390131258
458	0.2389993266
459	0.2389827269
460	0.2389634626
461	0.2389470068
462	0.2389302904
463	0.2389077797
464	0.2388891815
465	0.2388705811
466	0.2388490591
467	0.2388286247
468	0.2388115545
469	0.2387984295
470	0.2387645809
471	0.2387498397
472	0.2387259587
473	0.2387050231
474	0.2386848465
475	0.2386663123
476	0.2386453769
477	0.238627671
478	0.238612973
479	0.2385927746
480	0.2385728943
481	0.2385494695
482	0.2385356192
483	0.2385213023
484	0.2385039619
485	0.2384867514
486	0.2384643608
487	0.2384468177
488	0.2384031047
489	0.2383879265
490	0.238369623
491	0.2383495382
492	0.2383085504
493	0.2382895867
494	0.23827326
495	0.2382564796
496	0.2382343767
497	0.2382186542
498	0.2381968716
499	0.2381590839
500	0.2381453951
501	0.2381325691
502	0.2381190093
503	0.2381007363
504	0.2380796776
505	0.2380619545
506	0.2380464294
507	0.2380309387
508	0.2380146128
509	0.2379911916
510	0.2379680231
511	0.2379479594
512	0.2379278314
513	0.2379042566
514	0.2378887796
515	0.2378737619
516	0.2378586968
517	0.2378429994
518	0.2378227934
519	0.2378043307
520	0.2377932353
521	0.2377794539
522	0.2377633148
523	0.2377464486
524	0.2377306666
525	0.2377159064
526	0.2377022496
527	0.237687439
528	0.2376699574
529	0.237657857
530	0.2376399387
531	0.2376216852
532	0.2376056388
533	0.2375895222
534	0.2375745242
535	0.2375586516
536	0.2375468229
537	0.2375352057
538	0.2375183394
539	0.2374936547
540	0.2374794589
541	0.2374673002
542	0.2374472379
543	0.2374273268
544	0.2374067646
545	0.2373919899
546	0.237374998
547	0.2373556918
548	0.2373405314
549	0.2373188444
550	0.2373050701
551	0.2372860847
552	0.2372732642
553	0.2372567676
554	0.237243929
555	0.23722913
556	0.2372165112
557	0.237197471
558	0.2371813449
559	0.2371657126
560	0.2371466134
561	0.2371314976
562	0.2371105744
563	0.2370874274
564	0.2370725423
565	0.2370589017
566	0.2370387808
567	0.2370194236
568	0.2370030589
569	0.2369802406
570	0.2369568099
571	0.2369406442
572	0.2369259836
573	0.2368979894
574	0.2368780019
575	0.2368605079
576	0.2368442007
577	0.2368177931
578	0.2368030401
579	0.2367809225
580	0.2367385516
581	0.2367247918
582	0.2367038927
583	0.2366886532
584	0.2366723041
585	0.236656108
586	0.2366396426
587	0.2366231064
588	0.2366040086
589	0.2365896803
590	0.2365747918
591	0.2365590969
592	0.236543273
593	0.2365280623
594	0.2365094877
595	0.2364987527
596	0.2364856742
597	0.236464624
598	0.2364471231
599	0.2364271711
600	0.2364112603
601	0.2363982861
602	0.2363800214
603	0.2363627869
604	0.2363443235
605	0.2363238592
606	0.2363064474
607	0.2362899573
608	0.2362610559
609	0.2362418107
610	0.2362029092
611	0.2361925027
612	0.2361629619
613	0.2361369838
614	0.2361190824
615	0.2361082119
616	0.236096239
617	0.2360713767
618	0.2360551546
619	0.2360426276
620	0.2360294987
621	0.2360173657
622	0.2359963253
623	0.2359732661
624	0.2359548551
625	0.2359405529
626	0.2359184073
627	0.2359031036
628	0.2358854863
629	0.2358717734
630	0.2358573536
631	0.235838877
632	0.2358223455
633	0.2358072828
634	0.2357899866
635	0.2357762471
636	0.2357566183
637	0.2357419338
638	0.2357281741
639	0.2357133122
640	0.2356975461
641	0.2356787338
642	0.2356658548
643	0.2356512422
644	0.2356366542
645	0.2356232484
646	0.2356085123
647	0.2355943041
648	0.2355806089
649	0.2355682409
650	0.2355550112
651	0.235541412
652	0.2355254119
653	0.2355108953
654	0.2354945888
655	0.2354794093
656	0.2354661765
657	0.2354560318
658	0.2354394732
659	0.2354220255
660	0.2354083994
661	0.2353968772
662	0.2353810533
663	0.2353711378
664	0.2353522828
665	0.2353291124
666	0.2353169203
667	0.2352871848
668	0.2352701577
669	0.2352534263
670	0.2352317362
671	0.2352184092
672	0.2352033229
673	0.2351817415
674	0.2351621109
675	0.2351463979
676	0.2351302597
677	0.2351133781
678	0.2350965024
679	0.2350818013
680	0.2350694921
681	0.2350536407
682	0.2350356136
683	0.2350199393
684	0.2350096306
685	0.2349945836
686	0.23498057
687	0.2349624288
688	0.2349446443
689	0.2349301546
690	0.2349135389
691	0.2348972664
692	0.2348808903
693	0.2348619939
694	0.2348394125
695	0.234815315
696	0.2347982314
697	0.234775382
698	0.2347645759
699	0.2347510734
700	0.2347373018
701	0.2347145928
702	0.2346990742
703	0.2346866749
704	0.2346698859
705	0.2346576421
706	0.2346379151
707	0.2346218038
708	0.2346048258
709	0.2345914583
710	0.2345764258
711	0.2345595206
712	0.2345416048
713	0.2345225483
714	0.2345057993
715	0.2344884194
716	0.2344746749
717	0.2344593044
718	0.2344498501
719	0.234439229
720	0.2344262127
721	0.2344128744
722	0.2343992504
723	0.2343804951
724	0.2343651537
725	0.2343465261
726	0.2343354439
727	0.2343135995
728	0.2342943016
729	0.2342827475
730	0.2342723913
731	0.2342554557
732	0.2342388424
733	0.2342221383
734	0.2342043727
735	0.2341934657
736	0.2341783886
737	0.2341635925
738	0.2341510461
739	0.2341360047
740	0.2341221618
741	0.2341064217
742	0.2340920961
743	0.2340701258
744	0.234052684
745	0.2340376133
746	0.2340191018
747	0.2340004378
748	0.2339828857
749	0.2339734851
750	0.2339564383
751	0.2339430715
752	0.2339266236
753	0.2339130803
754	0.2338928582
755	0.2338785393
756	0.2338566451
757	0.2338456539
758	0.2338294536
759	0.2338134699
760	0.2338023098
761	0.2337873829
762	0.2337723302
763	0.2337539176
764	0.2337388621
765	0.2337236814
766	0.2337104162
767	0.2336979058
768	0.2336843929
769	0.2336673387
770	0.2336527999
771	0.2336360292
772	0.2336205371
773	0.2336035253
774	0.2335826243
775	0.2335648834
776	0.2335528545
777	0.2335351054
778	0.2335198325
779	0.2335060372
780	0.2334886663
781	0.2334771766
782	0.2334614606
783	0.2334451187
784	0.2334318976
785	0.2334158862
786	0.2334012963
787	0.2333846574
788	0.2333703793
789	0.2333547815
790	0.233337811
791	0.2333227622
792	0.233301678
793	0.2332860677
794	0.2332743545
795	0.2332518715
796	0.2332278286
797	0.2332073884
798	0.2331877945
799	0.2331735094
800	0.233159576
801	0.2331445269
802	0.2331260581
803	0.2331101786
804	0.2330947024
805	0.2330790159
806	0.2330674145
807	0.2330493218
808	0.2330351124
809	0.2330206983
810	0.2330085838
811	0.2329895658
812	0.232977818
813	0.2329667752
814	0.2329474012
815	0.2329227053
816	0.232912281
817	0.2328995713
818	0.2328868324
819	0.2328771512
820	0.2328590901
821	0.2328422946
822	0.2328291451
823	0.2328082395
824	0.2327911878
825	0.2327812691
826	0.23276633
827	0.2327547756
828	0.2327382032
829	0.2327226668
830	0.2327100936
831	0.2326981979
832	0.2326814694
833	0.2326706854
834	0.2326610894
835	0.2326466114
836	0.2326303896
837	0.2326125841
838	0.2325940259
839	0.2325749567
840	0.2325554809
841	0.2325406254
842	0.2325257175
843	0.2325117038
844	0.2324986946
845	0.2324857764
846	0.2324694329
847	0.2324512507
848	0.2324359126
849	0.232420458
850	0.2324079847
851	0.2323917778
852	0.2323793235
853	0.2323725376
854	0.2323572776
855	0.2323446396
856	0.2323284031
857	0.2323144405
858	0.2322971905
859	0.2322882253
860	0.2322802795
861	0.2322642133
862	0.2322554452
863	0.2322430492
864	0.2322302874
865	0.2322153268
866	0.2322041093
867	0.2321893482
868	0.2321780204
869	0.2321585534
870	0.2321496655
871	0.2321326206
872	0.232119162
873	0.232109402
874	0.2320951719
875	0.232080872
876	0.232069646
877	0.2320579898
878	0.2320438235
879	0.2320278675
880	0.2320132404
881	0.2319980765
882	0.2319822383
883	0.2319699149
884	0.231957625
885	0.2319423661
886	0.2319333897
887	0.2319185972
888	0.2319058853
889	0.2318910249
890	0.2318662567
891	0.2318486934
892	0.2318300103
893	0.2318099096
894	0.2317991632
895	0.2317861679
896	0.2317714971
897	0.2317564794
898	0.2317381355
899	0.2317263331
900	0.2317121377
901	0.2316958551
902	0.2316838937
903	0.2316640041
904	0.231654192
905	0.2316392432
906	0.2316229587
907	0.2316087759
908	0.2316010304
909	0.2315855459
910	0.231571343
911	0.2315583196
912	0.2315400563
913	0.2315258082
914	0.2315154846
915	0.2314984676
916	0.2314790302
917	0.2314655326
918	0.2314552375
919	0.2314362771
920	0.2314178856
921	0.2314009463
922	0.2313877267
923	0.2313704525
924	0.2313597296
925	0.2313446006
926	0.2313294272
927	0.2313181409
928	0.2312986332
929	0.2312812234
930	0.2312673469
931	0.2312529148
932	0.2312390846
933	0.2312223001
934	0.2312090143
935	0.2311917817
936	0.2311780702
937	0.231159602
938	0.2311443438
939	0.2311349495
940	0.2311218506
941	0.2311070785
942	0.2310992213
943	0.2310856471
944	0.2310706168
945	0.2310559644
946	0.2310407805
947	0.2310293125
948	0.2310145783
949	0.2309994108
950	0.2309846744
951	0.2309674697
952	0.2309562054
953	0.2309457466
954	0.2309293391
955	0.2309143433
956	0.230901186
957	0.2308867198
958	0.2308789595
959	0.2308646886
960	0.2308528694
961	0.2308355822
962	0.2308237085
963	0.2308052426
964	0.2307928832
965	0.2307748098
966	0.2307636971
967	0.2307491001
968	0.2307353184
969	0.2307127723
970	0.230700294
971	0.2306902169
972	0.2306748926
973	0.2306613567
974	0.2306512229
975	0.230639431
976	0.2306265196
977	0.2306122684
978	0.2305965879
979	0.2305829638
980	0.2305688571
981	0.230549756
982	0.2305353457
983	0.2305233357
984	0.230506243
985	0.2304923182
986	0.2304807635
987	0.2304706763
988	0.2304594077
989	0.2304383869
990	0.2304197323
991	0.2304073694
992	0.2303958467
993	0.2303784067
994	0.2303683229
995	0.2303557264
996	0.2303444142
997	0.2303277812
998	0.2303120977
999	0.2302997407
